lon,lat,landuse_type,osm_id
121.40104679574802,31.228283915405893,forest,way_544
121.4021106815838,31.227049577492085,forest,way_545
121.4019406977602,31.227679643179393,grass,way_546
121.40180295854383,31.229009579094033,grass,way_547
121.40201154165503,31.229059420871508,grass,way_548
121.40193994165502,31.2290422208715,grass,way_549
121.40182050844446,31.22895977911111,grass,way_550
121.4016659,31.2289775,grass,way_551
121.40187159999999,31.22902585,grass,way_552
121.4016795,31.228926800000004,grass,way_553
121.4018889,31.22897585,grass,way_554
121.40202595000001,31.229008450000002,grass,way_555
121.40173452087541,31.22899355622895,grass,way_556
121.40195759155556,31.228992120888883,grass,way_557
121.4017519,31.228943800000007,grass,way_558
121.4031215410855,31.23007249312564,scrub,way_559
121.40299301989633,31.230074038568173,grass,way_560
121.40214319209146,31.22967564066139,grass,way_561
121.4030746539053,31.229148859946456,forest,way_562
121.40309550825354,31.229269829270052,grass,way_563
121.40300414999999,31.229246800000006,grass,way_564
121.40270351727145,31.23020871388955,grass,way_565
121.40291279999998,31.229223700000002,grass,way_566
121.40304979999999,31.2292584,grass,way_567
121.40295845,31.2292354,grass,way_568
121.4006229975321,31.23003858938488,grass,way_569
121.39974002085737,31.22862235619143,grass,way_570
121.3999507915806,31.22846077081354,grass,way_571
121.39990575833245,31.228632567519774,grass,way_572
121.39990601237335,31.228682276990256,grass,way_573
121.39974085833246,31.228596367519774,grass,way_574
121.39971617914263,31.228639143808568,grass,way_575
121.39997781237332,31.22844277699026,grass,way_576
121.39979219162385,31.22840152082349,grass,way_577
121.39989359999998,31.228654949999996,grass,way_578
121.39980482085737,31.22842825619143,grass,way_579
121.39994898101693,31.228487698531076,grass,way_580
121.39978598101693,31.22845079853107,grass,way_581
121.40026969863399,31.229258077200637,grass,way_582
121.39974369714257,31.229341669544162,forest,way_583
121.40004688051721,31.229206397958865,grass,way_584
121.40015765860299,31.229232125114727,grass,way_585
121.4002115677035,31.22956505906417,grass,way_586
121.39995695755407,31.229506088265303,grass,way_587
121.40006699201336,31.22971131598989,forest,way_588
121.4003928936267,31.229579662267763,grass,way_589
121.4007094502273,31.229679722009358,grass,way_590
121.40052512867591,31.229637090437716,grass,way_591
121.40041173693116,31.229383623258503,grass,way_592
121.40044776028023,31.229300785078326,grass,way_593
121.40272191945762,31.22769531104208,grass,way_594
121.40243603983079,31.22851879957211,grass,way_595
121.40332491280834,31.227947585725836,grass,way_596
121.40366620549469,31.228039451492727,grass,way_597
121.40061150465628,31.227263657955223,grass,way_598
121.40091089808715,31.227172953370065,forest,way_599
121.39804043034526,31.226803466773884,pitch,way_600
121.39972456376613,31.226231094291606,grass,way_601
121.39975477901301,31.22676784816573,grass,way_602
121.39993800485176,31.227113367464575,grass,way_603
121.40160704396406,31.226276271140012,park,way_604
121.3992030367031,31.23093246292324,grass,way_605
121.40543343419536,31.228413020529366,pitch,way_606
121.40559012397974,31.22845970820006,pitch,way_607
121.40567828763135,31.22848491120637,grass,way_608
121.40531384060793,31.228377477729126,grass,way_609
121.40555337355059,31.228254340830997,grass,way_610
121.39854892008124,31.225887524372375,grass,way_611
121.44208944469558,31.12198796328259,residential,way_612
